state,year,type_code,type,gender,age_group,total
Gujarat,2003,Means_adopted,By Drowning,Female,0-14,3
Gujarat,2003,Means_adopted,By Fire-Arms,Female,0-14,1
Gujarat,2003,Means_adopted,By Hanging,Female,0-14,8
Gujarat,2003,Means_adopted,By Self Infliction of injury,Female,0-14,1
Gujarat,2003,Means_adopted,By Consuming Insecticides,Male,0-14,3
Gujarat,2003,Means_adopted,By Hanging,Male,0-14,2
Gujarat,2003,Means_adopted,By Other means (please specify),Male,0-14,2
Gujarat,2003,Means_adopted,By Jumping off Moving Vehicles/Trains,Male,0-14,1
Gujarat,2003,Means_adopted,By coming under running vehicles/trains,Male,0-14,1
Gujarat,2003,Means_adopted,By Drowning,Male,0-14,7
Gujarat,2003,Means_adopted,By Consuming Other Poison,Male,0-14,4
Gujarat,2003,Means_adopted,By touching electric wires,Male,0-14,1
Gujarat,2003,Means_adopted,By Fire/Self Immolation,Male,0-14,1
Gujarat,2003,Means_adopted,By Fire/Self Immolation,Female,15-29,192
Gujarat,2003,Means_adopted,By Jumping off Moving Vehicles/Trains,Female,15-29,1
Gujarat,2003,Means_adopted,By Jumping from (Other sites),Female,15-29,3
Gujarat,2003,Means_adopted,By Consuming Insecticides,Female,15-29,240
Gujarat,2003,Means_adopted,By Overdose of sleeping pills,Female,15-29,3
Gujarat,2003,Means_adopted,By Self Infliction of injury,Female,15-29,2
Gujarat,2003,Means_adopted,By Jumping from (Building),Female,15-29,8
Gujarat,2003,Means_adopted,By Other means (please specify),Female,15-29,18
Gujarat,2003,Means_adopted,By Consuming Other Poison,Female,15-29,162
Gujarat,2003,Means_adopted,By Drowning,Female,15-29,39
Gujarat,2003,Means_adopted,By touching electric wires,Female,15-29,2
Gujarat,2003,Means_adopted,By Hanging,Female,15-29,184
Gujarat,2003,Means_adopted,By coming under running vehicles/trains,Female,15-29,16
Gujarat,2003,Means_adopted,By Fire-Arms,Female,15-29,3
Gujarat,2003,Means_adopted,By Fire-Arms,Male,15-29,2
Gujarat,2003,Means_adopted,By Consuming Insecticides,Male,15-29,259
Gujarat,2003,Means_adopted,By Self Infliction of injury,Male,15-29,3
Gujarat,2003,Means_adopted,By Overdose of sleeping pills,Male,15-29,2
Gujarat,2003,Means_adopted,By coming under running vehicles/trains,Male,15-29,32
Gujarat,2003,Means_adopted,By Consuming Other Poison,Male,15-29,231
Gujarat,2003,Means_adopted,By touching electric wires,Male,15-29,2
Gujarat,2003,Means_adopted,By Jumping from (Other sites),Male,15-29,4
Gujarat,2003,Means_adopted,By Other means (please specify),Male,15-29,15
Gujarat,2003,Means_adopted,By Jumping from (Building),Male,15-29,4
Gujarat,2003,Means_adopted,By Over Alcoholism,Male,15-29,2
Gujarat,2003,Means_adopted,By Jumping off Moving Vehicles/Trains,Male,15-29,5
Gujarat,2003,Means_adopted,By Drowning,Male,15-29,47
Gujarat,2003,Means_adopted,By Fire/Self Immolation,Male,15-29,81
Gujarat,2003,Means_adopted,By Hanging,Male,15-29,242
Gujarat,2003,Means_adopted,By Over Alcoholism,Female,30-44,1
Gujarat,2003,Means_adopted,By Fire/Self Immolation,Female,30-44,184
Gujarat,2003,Means_adopted,By coming under running vehicles/trains,Female,30-44,11
Gujarat,2003,Means_adopted,By Jumping off Moving Vehicles/Trains,Female,30-44,4
Gujarat,2003,Means_adopted,By Machine,Female,30-44,1
Gujarat,2003,Means_adopted,By Drowning,Female,30-44,31
Gujarat,2003,Means_adopted,By Jumping from (Building),Female,30-44,1
Gujarat,2003,Means_adopted,By Jumping from (Other sites),Female,30-44,3
Gujarat,2003,Means_adopted,By Overdose of sleeping pills,Female,30-44,1
Gujarat,2003,Means_adopted,By Consuming Insecticides,Female,30-44,116
Gujarat,2003,Means_adopted,By Other means (please specify),Female,30-44,18
Gujarat,2003,Means_adopted,By Consuming Other Poison,Female,30-44,91
Gujarat,2003,Means_adopted,By Hanging,Female,30-44,119
Gujarat,2003,Means_adopted,By Jumping from (Other sites),Male,30-44,3
Gujarat,2003,Means_adopted,By touching electric wires,Male,30-44,3
Gujarat,2003,Means_adopted,By Over Alcoholism,Male,30-44,5
Gujarat,2003,Means_adopted,By Consuming Insecticides,Male,30-44,217
Gujarat,2003,Means_adopted,By Other means (please specify),Male,30-44,26
Gujarat,2003,Means_adopted,By Jumping off Moving Vehicles/Trains,Male,30-44,7
Gujarat,2003,Means_adopted,By Consuming Other Poison,Male,30-44,204
Gujarat,2003,Means_adopted,By Drowning,Male,30-44,65
Gujarat,2003,Means_adopted,By Self Infliction of injury,Male,30-44,1
Gujarat,2003,Means_adopted,By Fire/Self Immolation,Male,30-44,109
Gujarat,2003,Means_adopted,By Overdose of sleeping pills,Male,30-44,5
Gujarat,2003,Means_adopted,By coming under running vehicles/trains,Male,30-44,41
Gujarat,2003,Means_adopted,By Jumping from (Building),Male,30-44,18
Gujarat,2003,Means_adopted,By Fire-Arms,Male,30-44,2
Gujarat,2003,Means_adopted,By Hanging,Male,30-44,290
Gujarat,2003,Means_adopted,By Consuming Insecticides,Female,45-59,75
Gujarat,2003,Means_adopted,By Jumping off Moving Vehicles/Trains,Female,45-59,1
Gujarat,2003,Means_adopted,By Other means (please specify),Female,45-59,6
Gujarat,2003,Means_adopted,By Drowning,Female,45-59,8
Gujarat,2003,Means_adopted,By coming under running vehicles/trains,Female,45-59,4
Gujarat,2003,Means_adopted,By Fire/Self Immolation,Female,45-59,89
Gujarat,2003,Means_adopted,By Fire-Arms,Female,45-59,1
Gujarat,2003,Means_adopted,By Consuming Other Poison,Female,45-59,35
Gujarat,2003,Means_adopted,By Hanging,Female,45-59,41
Gujarat,2003,Means_adopted,By Self Infliction of injury,Male,45-59,8
Gujarat,2003,Means_adopted,By Jumping off Moving Vehicles/Trains,Male,45-59,2
Gujarat,2003,Means_adopted,By Consuming Other Poison,Male,45-59,96
Gujarat,2003,Means_adopted,By Over Alcoholism,Male,45-59,1
Gujarat,2003,Means_adopted,By Other means (please specify),Male,45-59,10
Gujarat,2003,Means_adopted,By Overdose of sleeping pills,Male,45-59,3
Gujarat,2003,Means_adopted,By coming under running vehicles/trains,Male,45-59,26
Gujarat,2003,Means_adopted,By Drowning,Male,45-59,26
Gujarat,2003,Means_adopted,By Jumping from (Building),Male,45-59,1
Gujarat,2003,Means_adopted,By Fire/Self Immolation,Male,45-59,73
Gujarat,2003,Means_adopted,By Fire-Arms,Male,45-59,2
Gujarat,2003,Means_adopted,By Consuming Insecticides,Male,45-59,131
Gujarat,2003,Means_adopted,By Hanging,Male,45-59,144
Gujarat,2003,Means_adopted,By Drowning,Female,60+,8
Gujarat,2003,Means_adopted,By Other means (please specify),Female,60+,6
Gujarat,2003,Means_adopted,By Fire/Self Immolation,Female,60+,61
Gujarat,2003,Means_adopted,By Consuming Other Poison,Female,60+,19
Gujarat,2003,Means_adopted,By Hanging,Female,60+,21
Gujarat,2003,Means_adopted,By Consuming Insecticides,Female,60+,39
Gujarat,2003,Means_adopted,By Overdose of sleeping pills,Female,60+,3
Gujarat,2003,Means_adopted,By Self Infliction of injury,Female,60+,2
Gujarat,2003,Means_adopted,By Fire/Self Immolation,Male,60+,35
Gujarat,2003,Means_adopted,By Hanging,Male,60+,37
Gujarat,2003,Means_adopted,By Over Alcoholism,Male,60+,1
Gujarat,2003,Means_adopted,By Jumping from (Other sites),Male,60+,2
Gujarat,2003,Means_adopted,By coming under running vehicles/trains,Male,60+,10
Gujarat,2003,Means_adopted,By Overdose of sleeping pills,Male,60+,2
Gujarat,2003,Means_adopted,By Fire-Arms,Male,60+,1
Gujarat,2003,Means_adopted,By Consuming Other Poison,Male,60+,31
Gujarat,2003,Means_adopted,By Consuming Insecticides,Male,60+,36
Gujarat,2003,Means_adopted,By Drowning,Male,60+,12
Gujarat,2003,Means_adopted,By Self Infliction of injury,Male,60+,1
Gujarat,2003,Means_adopted,By Other means (please specify),Male,60+,10
Gujarat,2004,Means_adopted,By Hanging,Female,0-14,3
Gujarat,2004,Means_adopted,By Overdose of sleeping pills,Female,0-14,1
Gujarat,2004,Means_adopted,By Drowning,Female,0-14,3
Gujarat,2004,Means_adopted,By Fire-Arms,Female,0-14,1
Gujarat,2004,Means_adopted,By Fire/Self Immolation,Female,0-14,10
Gujarat,2004,Means_adopted,By Consuming Insecticides,Female,0-14,5
Gujarat,2004,Means_adopted,By Consuming Other Poison,Female,0-14,6
Gujarat,2004,Means_adopted,By Consuming Insecticides,Male,0-14,3
Gujarat,2004,Means_adopted,By Hanging,Male,0-14,7
Gujarat,2004,Means_adopted,By Consuming Other Poison,Male,0-14,1
Gujarat,2004,Means_adopted,By coming under running vehicles/trains,Male,0-14,1
Gujarat,2004,Means_adopted,By Other means (please specify),Male,0-14,5
Gujarat,2004,Means_adopted,By Drowning,Male,0-14,13
Gujarat,2004,Means_adopted,By Fire/Self Immolation,Male,0-14,4
Gujarat,2004,Means_adopted,By coming under running vehicles/trains,Female,15-29,14
Gujarat,2004,Means_adopted,By Jumping from (Building),Female,15-29,3
Gujarat,2004,Means_adopted,By Self Infliction of injury,Female,15-29,3
Gujarat,2004,Means_adopted,By Fire/Self Immolation,Female,15-29,232
Gujarat,2004,Means_adopted,By Fire-Arms,Female,15-29,5
Gujarat,2004,Means_adopted,By Consuming Other Poison,Female,15-29,150
Gujarat,2004,Means_adopted,By Drowning,Female,15-29,64
Gujarat,2004,Means_adopted,By Hanging,Female,15-29,197
Gujarat,2004,Means_adopted,By Overdose of sleeping pills,Female,15-29,3
Gujarat,2004,Means_adopted,By Jumping from (Other sites),Female,15-29,6
Gujarat,2004,Means_adopted,By touching electric wires,Female,15-29,1
Gujarat,2004,Means_adopted,By Other means (please specify),Female,15-29,21
Gujarat,2004,Means_adopted,By Consuming Insecticides,Female,15-29,227
Gujarat,2004,Means_adopted,By Over Alcoholism,Female,15-29,1
Gujarat,2004,Means_adopted,By Fire/Self Immolation,Male,15-29,76
Gujarat,2004,Means_adopted,By Fire-Arms,Male,15-29,4
Gujarat,2004,Means_adopted,By Hanging,Male,15-29,267
Gujarat,2004,Means_adopted,By Consuming Insecticides,Male,15-29,252
Gujarat,2004,Means_adopted,By Jumping from (Other sites),Male,15-29,9
Gujarat,2004,Means_adopted,By Consuming Other Poison,Male,15-29,210
Gujarat,2004,Means_adopted,By touching electric wires,Male,15-29,10
Gujarat,2004,Means_adopted,By coming under running vehicles/trains,Male,15-29,33
Gujarat,2004,Means_adopted,By Jumping from (Building),Male,15-29,3
Gujarat,2004,Means_adopted,By Over Alcoholism,Male,15-29,1
Gujarat,2004,Means_adopted,By Other means (please specify),Male,15-29,29
Gujarat,2004,Means_adopted,By Overdose of sleeping pills,Male,15-29,6
Gujarat,2004,Means_adopted,By Drowning,Male,15-29,70
Gujarat,2004,Means_adopted,By Jumping off Moving Vehicles/Trains,Male,15-29,8
Gujarat,2004,Means_adopted,By Self Infliction of injury,Male,15-29,10
Gujarat,2004,Means_adopted,By Other means (please specify),Female,30-44,13
Gujarat,2004,Means_adopted,By touching electric wires,Female,30-44,2
Gujarat,2004,Means_adopted,By Overdose of sleeping pills,Female,30-44,2
Gujarat,2004,Means_adopted,By Hanging,Female,30-44,133
Gujarat,2004,Means_adopted,By Fire/Self Immolation,Female,30-44,178
Gujarat,2004,Means_adopted,By Fire-Arms,Female,30-44,2
Gujarat,2004,Means_adopted,By Consuming Insecticides,Female,30-44,104
Gujarat,2004,Means_adopted,By Drowning,Female,30-44,57
Gujarat,2004,Means_adopted,By coming under running vehicles/trains,Female,30-44,11
Gujarat,2004,Means_adopted,By Over Alcoholism,Female,30-44,1
Gujarat,2004,Means_adopted,By Self Infliction of injury,Female,30-44,1
Gujarat,2004,Means_adopted,By Consuming Other Poison,Female,30-44,99
Gujarat,2004,Means_adopted,By Jumping off Moving Vehicles/Trains,Female,30-44,1
Gujarat,2004,Means_adopted,By Consuming Other Poison,Male,30-44,191
Gujarat,2004,Means_adopted,By Consuming Insecticides,Male,30-44,224
Gujarat,2004,Means_adopted,By Over Alcoholism,Male,30-44,1
Gujarat,2004,Means_adopted,By Jumping off Moving Vehicles/Trains,Male,30-44,3
Gujarat,2004,Means_adopted,By Self Infliction of injury,Male,30-44,7
Gujarat,2004,Means_adopted,By Other means (please specify),Male,30-44,16
Gujarat,2004,Means_adopted,By Overdose of sleeping pills,Male,30-44,6
Gujarat,2004,Means_adopted,By coming under running vehicles/trains,Male,30-44,59
Gujarat,2004,Means_adopted,By Fire/Self Immolation,Male,30-44,110
Gujarat,2004,Means_adopted,By Drowning,Male,30-44,87
Gujarat,2004,Means_adopted,By Hanging,Male,30-44,293
Gujarat,2004,Means_adopted,By Jumping from (Other sites),Male,30-44,7
Gujarat,2004,Means_adopted,By Machine,Male,30-44,1
Gujarat,2004,Means_adopted,By Jumping from (Building),Male,30-44,17
Gujarat,2004,Means_adopted,By touching electric wires,Male,30-44,4
Gujarat,2004,Means_adopted,By Fire-Arms,Male,30-44,11
Gujarat,2004,Means_adopted,By Consuming Insecticides,Female,45-59,76
Gujarat,2004,Means_adopted,By Consuming Other Poison,Female,45-59,41
Gujarat,2004,Means_adopted,By Fire/Self Immolation,Female,45-59,86
Gujarat,2004,Means_adopted,By Fire-Arms,Female,45-59,1
Gujarat,2004,Means_adopted,By coming under running vehicles/trains,Female,45-59,3
Gujarat,2004,Means_adopted,By Overdose of sleeping pills,Female,45-59,1
Gujarat,2004,Means_adopted,By Self Infliction of injury,Female,45-59,1
Gujarat,2004,Means_adopted,By Hanging,Female,45-59,34
Gujarat,2004,Means_adopted,By touching electric wires,Female,45-59,1
Gujarat,2004,Means_adopted,By Jumping from (Building),Female,45-59,1
Gujarat,2004,Means_adopted,By Other means (please specify),Female,45-59,3
Gujarat,2004,Means_adopted,By Drowning,Female,45-59,9
Gujarat,2004,Means_adopted,By Overdose of sleeping pills,Male,45-59,7
Gujarat,2004,Means_adopted,By Consuming Other Poison,Male,45-59,106
Gujarat,2004,Means_adopted,By Other means (please specify),Male,45-59,20
Gujarat,2004,Means_adopted,By Fire/Self Immolation,Male,45-59,74
Gujarat,2004,Means_adopted,By Consuming Insecticides,Male,45-59,151
Gujarat,2004,Means_adopted,By Jumping from (Other sites),Male,45-59,4
Gujarat,2004,Means_adopted,By Over Alcoholism,Male,45-59,1
Gujarat,2004,Means_adopted,By Drowning,Male,45-59,45
Gujarat,2004,Means_adopted,By coming under running vehicles/trains,Male,45-59,34
Gujarat,2004,Means_adopted,By Jumping from (Building),Male,45-59,6
Gujarat,2004,Means_adopted,By touching electric wires,Male,45-59,5
Gujarat,2004,Means_adopted,By Fire-Arms,Male,45-59,9
Gujarat,2004,Means_adopted,By Hanging,Male,45-59,149
Gujarat,2004,Means_adopted,By Consuming Insecticides,Female,60+,33
Gujarat,2004,Means_adopted,By Fire/Self Immolation,Female,60+,30
Gujarat,2004,Means_adopted,By Drowning,Female,60+,10
Gujarat,2004,Means_adopted,By Hanging,Female,60+,18
Gujarat,2004,Means_adopted,By Other means (please specify),Female,60+,5
Gujarat,2004,Means_adopted,By Consuming Other Poison,Female,60+,11
Gujarat,2004,Means_adopted,By coming under running vehicles/trains,Female,60+,1
Gujarat,2004,Means_adopted,By Overdose of sleeping pills,Female,60+,1
Gujarat,2004,Means_adopted,By Consuming Other Poison,Male,60+,31
Gujarat,2004,Means_adopted,By Jumping from (Building),Male,60+,2
Gujarat,2004,Means_adopted,By Consuming Insecticides,Male,60+,57
Gujarat,2004,Means_adopted,By Jumping from (Other sites),Male,60+,3
Gujarat,2004,Means_adopted,By Hanging,Male,60+,34
Gujarat,2004,Means_adopted,By coming under running vehicles/trains,Male,60+,5
Gujarat,2004,Means_adopted,By Over Alcoholism,Male,60+,1
Gujarat,2004,Means_adopted,By Fire/Self Immolation,Male,60+,27
Gujarat,2004,Means_adopted,By Overdose of sleeping pills,Male,60+,2
Gujarat,2004,Means_adopted,By Drowning,Male,60+,15
Gujarat,2004,Means_adopted,By Other means (please specify),Male,60+,3
Gujarat,2005,Means_adopted,By coming under running vehicles/trains,Female,0-14,3
Gujarat,2005,Means_adopted,By Other means (please specify),Female,0-14,2
Gujarat,2005,Means_adopted,By Hanging,Female,0-14,7
Gujarat,2005,Means_adopted,By Consuming Insecticides,Female,0-14,5
Gujarat,2005,Means_adopted,By Fire/Self Immolation,Female,0-14,5
Gujarat,2005,Means_adopted,By Drowning,Female,0-14,3
Gujarat,2005,Means_adopted,By Consuming Other Poison,Female,0-14,8
Gujarat,2005,Means_adopted,By Hanging,Male,0-14,4
Gujarat,2005,Means_adopted,By Consuming Other Poison,Male,0-14,4
Gujarat,2005,Means_adopted,By Consuming Insecticides,Male,0-14,6
Gujarat,2005,Means_adopted,By Fire/Self Immolation,Male,0-14,2
Gujarat,2005,Means_adopted,By Other means (please specify),Male,0-14,4
Gujarat,2005,Means_adopted,By Drowning,Male,0-14,4
Gujarat,2005,Means_adopted,By coming under running vehicles/trains,Male,0-14,1
Gujarat,2005,Means_adopted,By coming under running vehicles/trains,Female,15-29,10
Gujarat,2005,Means_adopted,By Drowning,Female,15-29,75
Gujarat,2005,Means_adopted,By Fire-Arms,Female,15-29,3
Gujarat,2005,Means_adopted,By Other means (please specify),Female,15-29,46
Gujarat,2005,Means_adopted,By Self Infliction of injury,Female,15-29,2
Gujarat,2005,Means_adopted,By Overdose of sleeping pills,Female,15-29,4
Gujarat,2005,Means_adopted,By touching electric wires,Female,15-29,1
Gujarat,2005,Means_adopted,By Jumping from (Other sites),Female,15-29,1
Gujarat,2005,Means_adopted,By Consuming Insecticides,Female,15-29,146
Gujarat,2005,Means_adopted,By Jumping from (Building),Female,15-29,3
Gujarat,2005,Means_adopted,By Fire/Self Immolation,Female,15-29,174
Gujarat,2005,Means_adopted,By Hanging,Female,15-29,197
Gujarat,2005,Means_adopted,By Consuming Other Poison,Female,15-29,189
Gujarat,2005,Means_adopted,By Jumping off Moving Vehicles/Trains,Male,15-29,2
Gujarat,2005,Means_adopted,By Fire/Self Immolation,Male,15-29,75
Gujarat,2005,Means_adopted,By Overdose of sleeping pills,Male,15-29,7
Gujarat,2005,Means_adopted,By Hanging,Male,15-29,275
Gujarat,2005,Means_adopted,By Consuming Insecticides,Male,15-29,192
Gujarat,2005,Means_adopted,By touching electric wires,Male,15-29,8
Gujarat,2005,Means_adopted,By coming under running vehicles/trains,Male,15-29,55
Gujarat,2005,Means_adopted,By Drowning,Male,15-29,88
Gujarat,2005,Means_adopted,By Fire-Arms,Male,15-29,2
Gujarat,2005,Means_adopted,By Jumping from (Building),Male,15-29,7
Gujarat,2005,Means_adopted,By Jumping from (Other sites),Male,15-29,1
Gujarat,2005,Means_adopted,By Consuming Other Poison,Male,15-29,235
Gujarat,2005,Means_adopted,By Other means (please specify),Male,15-29,27
Gujarat,2005,Means_adopted,By Self Infliction of injury,Male,15-29,6
Gujarat,2005,Means_adopted,By coming under running vehicles/trains,Female,30-44,14
Gujarat,2005,Means_adopted,By Drowning,Female,30-44,45
Gujarat,2005,Means_adopted,By Fire-Arms,Female,30-44,1
Gujarat,2005,Means_adopted,By Consuming Insecticides,Female,30-44,107
Gujarat,2005,Means_adopted,By Consuming Other Poison,Female,30-44,108
Gujarat,2005,Means_adopted,By Jumping from (Building),Female,30-44,3
Gujarat,2005,Means_adopted,By Other means (please specify),Female,30-44,28
Gujarat,2005,Means_adopted,By Fire/Self Immolation,Female,30-44,152
Gujarat,2005,Means_adopted,By Hanging,Female,30-44,137
Gujarat,2005,Means_adopted,By Self Infliction of injury,Female,30-44,3
Gujarat,2005,Means_adopted,By touching electric wires,Female,30-44,3
Gujarat,2005,Means_adopted,By Self Infliction of injury,Male,30-44,5
Gujarat,2005,Means_adopted,By Hanging,Male,30-44,343
Gujarat,2005,Means_adopted,By Other means (please specify),Male,30-44,16
Gujarat,2005,Means_adopted,By coming under running vehicles/trains,Male,30-44,79
Gujarat,2005,Means_adopted,By Jumping from (Other sites),Male,30-44,8
Gujarat,2005,Means_adopted,By Consuming Other Poison,Male,30-44,232
Gujarat,2005,Means_adopted,By Consuming Insecticides,Male,30-44,174
Gujarat,2005,Means_adopted,By Jumping off Moving Vehicles/Trains,Male,30-44,2
Gujarat,2005,Means_adopted,By Fire/Self Immolation,Male,30-44,101
Gujarat,2005,Means_adopted,By Drowning,Male,30-44,95
Gujarat,2005,Means_adopted,By Overdose of sleeping pills,Male,30-44,9
Gujarat,2005,Means_adopted,By Jumping from (Building),Male,30-44,7
Gujarat,2005,Means_adopted,By touching electric wires,Male,30-44,6
Gujarat,2005,Means_adopted,By Fire-Arms,Male,30-44,3
Gujarat,2005,Means_adopted,By Over Alcoholism,Male,30-44,2
Gujarat,2005,Means_adopted,By Jumping from (Building),Female,45-59,1
Gujarat,2005,Means_adopted,By Hanging,Female,45-59,43
Gujarat,2005,Means_adopted,By Other means (please specify),Female,45-59,7
Gujarat,2005,Means_adopted,By Fire/Self Immolation,Female,45-59,67
Gujarat,2005,Means_adopted,By Fire-Arms,Female,45-59,1
Gujarat,2005,Means_adopted,By coming under running vehicles/trains,Female,45-59,6
Gujarat,2005,Means_adopted,By Drowning,Female,45-59,12
Gujarat,2005,Means_adopted,By Consuming Other Poison,Female,45-59,54
Gujarat,2005,Means_adopted,By Overdose of sleeping pills,Female,45-59,1
Gujarat,2005,Means_adopted,By Jumping from (Other sites),Female,45-59,2
Gujarat,2005,Means_adopted,By Consuming Insecticides,Female,45-59,65
Gujarat,2005,Means_adopted,By Drowning,Male,45-59,41
Gujarat,2005,Means_adopted,By Over Alcoholism,Male,45-59,1
Gujarat,2005,Means_adopted,By Consuming Other Poison,Male,45-59,105
Gujarat,2005,Means_adopted,By Hanging,Male,45-59,181
Gujarat,2005,Means_adopted,By Overdose of sleeping pills,Male,45-59,5
Gujarat,2005,Means_adopted,By Consuming Insecticides,Male,45-59,117
Gujarat,2005,Means_adopted,By Fire-Arms,Male,45-59,2
Gujarat,2005,Means_adopted,By Self Infliction of injury,Male,45-59,2
Gujarat,2005,Means_adopted,By Jumping from (Other sites),Male,45-59,1
Gujarat,2005,Means_adopted,By Fire/Self Immolation,Male,45-59,80
Gujarat,2005,Means_adopted,By coming under running vehicles/trains,Male,45-59,51
Gujarat,2005,Means_adopted,By Other means (please specify),Male,45-59,27
Gujarat,2005,Means_adopted,By Jumping off Moving Vehicles/Trains,Male,45-59,4
Gujarat,2005,Means_adopted,By Jumping from (Building),Male,45-59,5
Gujarat,2005,Means_adopted,By touching electric wires,Male,45-59,1
Gujarat,2005,Means_adopted,By coming under running vehicles/trains,Female,60+,5
Gujarat,2005,Means_adopted,By Other means (please specify),Female,60+,4
Gujarat,2005,Means_adopted,By Self Infliction of injury,Female,60+,1
Gujarat,2005,Means_adopted,By Consuming Other Poison,Female,60+,18
Gujarat,2005,Means_adopted,By Hanging,Female,60+,15
Gujarat,2005,Means_adopted,By Consuming Insecticides,Female,60+,30
Gujarat,2005,Means_adopted,By Fire/Self Immolation,Female,60+,39
Gujarat,2005,Means_adopted,By Drowning,Female,60+,7
Gujarat,2005,Means_adopted,By Over Alcoholism,Male,60+,1
Gujarat,2005,Means_adopted,By Consuming Other Poison,Male,60+,38
Gujarat,2005,Means_adopted,By Fire/Self Immolation,Male,60+,16
Gujarat,2005,Means_adopted,By Jumping from (Building),Male,60+,3
Gujarat,2005,Means_adopted,By Drowning,Male,60+,20
Gujarat,2005,Means_adopted,By Consuming Insecticides,Male,60+,39
Gujarat,2005,Means_adopted,By Hanging,Male,60+,47
Gujarat,2005,Means_adopted,By coming under running vehicles/trains,Male,60+,15
Gujarat,2005,Means_adopted,By Other means (please specify),Male,60+,13
Gujarat,2006,Means_adopted,By Fire/Self Immolation,Female,0-14,3
Gujarat,2006,Means_adopted,By Overdose of sleeping pills,Female,0-14,1
Gujarat,2006,Means_adopted,By Hanging,Female,0-14,3
Gujarat,2006,Means_adopted,By Consuming Insecticides,Female,0-14,10
Gujarat,2006,Means_adopted,By Fire-Arms,Female,0-14,1
Gujarat,2006,Means_adopted,By Consuming Other Poison,Female,0-14,6
Gujarat,2006,Means_adopted,By Other means (please specify),Female,0-14,2
Gujarat,2006,Means_adopted,By Drowning,Female,0-14,2
Gujarat,2006,Means_adopted,By Hanging,Male,0-14,6
Gujarat,2006,Means_adopted,By Other means (please specify),Male,0-14,4
Gujarat,2006,Means_adopted,By Consuming Insecticides,Male,0-14,9
Gujarat,2006,Means_adopted,By touching electric wires,Male,0-14,1
Gujarat,2006,Means_adopted,By Fire/Self Immolation,Male,0-14,1
Gujarat,2006,Means_adopted,By Consuming Other Poison,Male,0-14,6
Gujarat,2006,Means_adopted,By Drowning,Male,0-14,3
Gujarat,2006,Means_adopted,By touching electric wires,Female,15-29,1
Gujarat,2006,Means_adopted,By coming under running vehicles/trains,Female,15-29,15
Gujarat,2006,Means_adopted,By Overdose of sleeping pills,Female,15-29,4
Gujarat,2006,Means_adopted,By Consuming Insecticides,Female,15-29,219
Gujarat,2006,Means_adopted,By Hanging,Female,15-29,218
Gujarat,2006,Means_adopted,By Consuming Other Poison,Female,15-29,128
Gujarat,2006,Means_adopted,By Jumping from (Other sites),Female,15-29,3
Gujarat,2006,Means_adopted,By Jumping from (Building),Female,15-29,2
Gujarat,2006,Means_adopted,By Fire/Self Immolation,Female,15-29,236
Gujarat,2006,Means_adopted,By Other means (please specify),Female,15-29,30
Gujarat,2006,Means_adopted,By Drowning,Female,15-29,64
Gujarat,2006,Means_adopted,By Jumping off Moving Vehicles/Trains,Female,15-29,2
Gujarat,2006,Means_adopted,By Self Infliction of injury,Female,15-29,3
Gujarat,2006,Means_adopted,By Jumping from (Other sites),Male,15-29,2
Gujarat,2006,Means_adopted,By Machine,Male,15-29,1
Gujarat,2006,Means_adopted,By Jumping off Moving Vehicles/Trains,Male,15-29,17
Gujarat,2006,Means_adopted,By Consuming Other Poison,Male,15-29,190
Gujarat,2006,Means_adopted,By Hanging,Male,15-29,312
Gujarat,2006,Means_adopted,By Consuming Insecticides,Male,15-29,244
Gujarat,2006,Means_adopted,By Jumping from (Building),Male,15-29,10
Gujarat,2006,Means_adopted,By touching electric wires,Male,15-29,3
Gujarat,2006,Means_adopted,By Fire/Self Immolation,Male,15-29,69
Gujarat,2006,Means_adopted,By Drowning,Male,15-29,74
Gujarat,2006,Means_adopted,By coming under running vehicles/trains,Male,15-29,25
Gujarat,2006,Means_adopted,By Other means (please specify),Male,15-29,32
Gujarat,2006,Means_adopted,By Overdose of sleeping pills,Male,15-29,5
Gujarat,2006,Means_adopted,By Self Infliction of injury,Male,15-29,2
Gujarat,2006,Means_adopted,By Fire/Self Immolation,Female,30-44,161
Gujarat,2006,Means_adopted,By Jumping from (Other sites),Female,30-44,1
Gujarat,2006,Means_adopted,By Jumping off Moving Vehicles/Trains,Female,30-44,3
Gujarat,2006,Means_adopted,By touching electric wires,Female,30-44,1
Gujarat,2006,Means_adopted,By Hanging,Female,30-44,117
Gujarat,2006,Means_adopted,By coming under running vehicles/trains,Female,30-44,8
Gujarat,2006,Means_adopted,By Fire-Arms,Female,30-44,2
Gujarat,2006,Means_adopted,By Other means (please specify),Female,30-44,19
Gujarat,2006,Means_adopted,By Drowning,Female,30-44,52
Gujarat,2006,Means_adopted,By Consuming Insecticides,Female,30-44,153
Gujarat,2006,Means_adopted,By Consuming Other Poison,Female,30-44,91
Gujarat,2006,Means_adopted,By Jumping from (Building),Female,30-44,6
Gujarat,2006,Means_adopted,By Hanging,Male,30-44,321
Gujarat,2006,Means_adopted,By Consuming Insecticides,Male,30-44,297
Gujarat,2006,Means_adopted,By Drowning,Male,30-44,101
Gujarat,2006,Means_adopted,By coming under running vehicles/trains,Male,30-44,45
Gujarat,2006,Means_adopted,By Jumping from (Other sites),Male,30-44,4
