state,year,type_code,type,gender,age_group,total
Assam,2006,Causes,Insanity/Mental Illness,Male,30-44,7
Assam,2006,Causes,Unemployment,Male,30-44,11
Assam,2006,Causes,Not having Children(Barrenness/Impotency,Female,45-59,1
Assam,2006,Causes,Paralysis,Female,45-59,2
Assam,2006,Causes,Love Affairs,Female,45-59,2
Assam,2006,Causes,Cancellation/Non-Settlement of Marriage,Female,45-59,2
Assam,2006,Causes,Poverty,Female,45-59,4
Assam,2006,Causes,Property Dispute,Female,45-59,10
Assam,2006,Causes,Suspected/Illicit Relation,Female,45-59,1
Assam,2006,Causes,Causes Not known,Female,45-59,43
Assam,2006,Causes,Death of Dear Person,Female,45-59,1
Assam,2006,Causes,Cancer,Female,45-59,10
Assam,2006,Causes,Other Prolonged Illness,Female,45-59,5
Assam,2006,Causes,Family Problems,Female,45-59,11
Assam,2006,Causes,Other Causes (Please Specity),Female,45-59,11
Assam,2006,Causes,Illness (Aids/STD),Female,45-59,1
Assam,2006,Causes,Bankruptcy or Sudden change in Economic,Female,45-59,1
Assam,2006,Causes,Insanity/Mental Illness,Female,45-59,2
Assam,2006,Causes,Bankruptcy or Sudden change in Economic,Male,45-59,2
Assam,2006,Causes,Cancer,Male,45-59,11
Assam,2006,Causes,Property Dispute,Male,45-59,19
Assam,2006,Causes,Love Affairs,Male,45-59,6
Assam,2006,Causes,Illness (Aids/STD),Male,45-59,12
Assam,2006,Causes,Other Causes (Please Specity),Male,45-59,21
Assam,2006,Causes,Poverty,Male,45-59,30
Assam,2006,Causes,Other Prolonged Illness,Male,45-59,28
Assam,2006,Causes,Family Problems,Male,45-59,74
Assam,2006,Causes,Insanity/Mental Illness,Male,45-59,12
Assam,2006,Causes,Death of Dear Person,Male,45-59,2
Assam,2006,Causes,Causes Not known,Male,45-59,141
Assam,2006,Causes,Suspected/Illicit Relation,Male,45-59,2
Assam,2006,Causes,Paralysis,Male,45-59,4
Assam,2006,Causes,Unemployment,Male,45-59,21
Assam,2006,Causes,Causes Not known,Female,60+,8
Assam,2006,Causes,Cancer,Female,60+,1
Assam,2006,Causes,Other Prolonged Illness,Female,60+,3
Assam,2006,Causes,Other Causes (Please Specity),Female,60+,1
Assam,2006,Causes,Family Problems,Female,60+,2
Assam,2006,Causes,Cancer,Male,60+,1
Assam,2006,Causes,Family Problems,Male,60+,12
Assam,2006,Causes,Illness (Aids/STD),Male,60+,1
Assam,2006,Causes,Insanity/Mental Illness,Male,60+,4
Assam,2006,Causes,Unemployment,Male,60+,2
Assam,2006,Causes,Other Prolonged Illness,Male,60+,17
Assam,2006,Causes,Causes Not known,Male,60+,28
Assam,2006,Causes,Paralysis,Male,60+,3
Assam,2006,Causes,Poverty,Male,60+,1
Assam,2006,Causes,Property Dispute,Male,60+,5
Assam,2006,Causes,Other Causes (Please Specity),Male,60+,7
Assam,2007,Causes,Failure in Examination,Female,0-14,6
Assam,2007,Causes,Family Problems,Female,0-14,1
Assam,2007,Causes,Other Prolonged Illness,Female,0-14,1
Assam,2007,Causes,Causes Not known,Female,0-14,23
Assam,2007,Causes,Other Causes (Please Specity),Female,0-14,2
Assam,2007,Causes,Other Prolonged Illness,Male,0-14,1
Assam,2007,Causes,Fall in Social Reputation,Male,0-14,2
Assam,2007,Causes,Causes Not known,Male,0-14,18
Assam,2007,Causes,Other Causes (Please Specity),Male,0-14,3
Assam,2007,Causes,Family Problems,Male,0-14,1
Assam,2007,Causes,Failure in Examination,Male,0-14,13
Assam,2007,Causes,Fall in Social Reputation,Female,15-29,4
Assam,2007,Causes,Property Dispute,Female,15-29,19
Assam,2007,Causes,Other Causes (Please Specity),Female,15-29,28
Assam,2007,Causes,Cancellation/Non-Settlement of Marriage,Female,15-29,10
Assam,2007,Causes,Failure in Examination,Female,15-29,39
Assam,2007,Causes,Illness (Aids/STD),Female,15-29,1
Assam,2007,Causes,Illegitimate Pregnancy,Female,15-29,8
Assam,2007,Causes,Love Affairs,Female,15-29,112
Assam,2007,Causes,Other Prolonged Illness,Female,15-29,23
Assam,2007,Causes,Divorce,Female,15-29,5
Assam,2007,Causes,Dowry Dispute,Female,15-29,3
Assam,2007,Causes,Cancer,Female,15-29,2
Assam,2007,Causes,Death of Dear Person,Female,15-29,4
Assam,2007,Causes,Causes Not known,Female,15-29,101
Assam,2007,Causes,Insanity/Mental Illness,Female,15-29,2
Assam,2007,Causes,Professional/Career Problem,Female,15-29,4
Assam,2007,Causes,Poverty,Female,15-29,10
Assam,2007,Causes,Family Problems,Female,15-29,45
Assam,2007,Causes,Suspected/Illicit Relation,Female,15-29,7
Assam,2007,Causes,Love Affairs,Male,15-29,116
Assam,2007,Causes,Insanity/Mental Illness,Male,15-29,5
Assam,2007,Causes,Fall in Social Reputation,Male,15-29,9
Assam,2007,Causes,Failure in Examination,Male,15-29,39
Assam,2007,Causes,Physical Abuse (Rape/Incest Etc.),Male,15-29,5
Assam,2007,Causes,Family Problems,Male,15-29,75
Assam,2007,Causes,Other Prolonged Illness,Male,15-29,62
Assam,2007,Causes,Property Dispute,Male,15-29,47
Assam,2007,Causes,Other Causes (Please Specity),Male,15-29,62
Assam,2007,Causes,Cancer,Male,15-29,1
Assam,2007,Causes,Professional/Career Problem,Male,15-29,10
Assam,2007,Causes,Death of Dear Person,Male,15-29,2
Assam,2007,Causes,Cancellation/Non-Settlement of Marriage,Male,15-29,3
Assam,2007,Causes,Causes Not known,Male,15-29,244
Assam,2007,Causes,Drug Abuse/Addiction,Male,15-29,1
Assam,2007,Causes,Suspected/Illicit Relation,Male,15-29,2
Assam,2007,Causes,Poverty,Male,15-29,21
Assam,2007,Causes,Other Causes (Please Specity),Female,30-44,18
Assam,2007,Causes,Property Dispute,Female,30-44,27
Assam,2007,Causes,Physical Abuse (Rape/Incest Etc.),Female,30-44,5
Assam,2007,Causes,Cancer,Female,30-44,4
Assam,2007,Causes,Poverty,Female,30-44,11
Assam,2007,Causes,Family Problems,Female,30-44,55
Assam,2007,Causes,Causes Not known,Female,30-44,101
Assam,2007,Causes,Love Affairs,Female,30-44,49
Assam,2007,Causes,Insanity/Mental Illness,Female,30-44,9
Assam,2007,Causes,Divorce,Female,30-44,8
Assam,2007,Causes,Professional/Career Problem,Female,30-44,4
Assam,2007,Causes,Unemployment,Female,30-44,1
Assam,2007,Causes,Dowry Dispute,Female,30-44,4
Assam,2007,Causes,Not having Children(Barrenness/Impotency,Female,30-44,3
Assam,2007,Causes,Illegitimate Pregnancy,Female,30-44,2
Assam,2007,Causes,Suspected/Illicit Relation,Female,30-44,6
Assam,2007,Causes,Cancellation/Non-Settlement of Marriage,Female,30-44,1
Assam,2007,Causes,Other Prolonged Illness,Female,30-44,23
Assam,2007,Causes,Family Problems,Male,30-44,95
Assam,2007,Causes,Causes Not known,Male,30-44,257
Assam,2007,Causes,Fall in Social Reputation,Male,30-44,5
Assam,2007,Causes,Insanity/Mental Illness,Male,30-44,14
Assam,2007,Causes,Property Dispute,Male,30-44,47
Assam,2007,Causes,Love Affairs,Male,30-44,133
Assam,2007,Causes,Cancer,Male,30-44,7
Assam,2007,Causes,Poverty,Male,30-44,44
Assam,2007,Causes,Unemployment,Male,30-44,5
Assam,2007,Causes,Suspected/Illicit Relation,Male,30-44,1
Assam,2007,Causes,Other Prolonged Illness,Male,30-44,70
Assam,2007,Causes,Other Causes (Please Specity),Male,30-44,75
Assam,2007,Causes,Death of Dear Person,Male,30-44,1
Assam,2007,Causes,Not having Children(Barrenness/Impotency,Male,30-44,2
Assam,2007,Causes,Cancellation/Non-Settlement of Marriage,Male,30-44,2
Assam,2007,Causes,Physical Abuse (Rape/Incest Etc.),Male,30-44,11
Assam,2007,Causes,Failure in Examination,Male,30-44,2
Assam,2007,Causes,Professional/Career Problem,Male,30-44,28
Assam,2007,Causes,Other Prolonged Illness,Female,45-59,6
Assam,2007,Causes,Property Dispute,Female,45-59,15
Assam,2007,Causes,Love Affairs,Female,45-59,4
Assam,2007,Causes,Cancellation/Non-Settlement of Marriage,Female,45-59,4
Assam,2007,Causes,Causes Not known,Female,45-59,62
Assam,2007,Causes,Suspected/Illicit Relation,Female,45-59,2
Assam,2007,Causes,Cancer,Female,45-59,4
Assam,2007,Causes,Professional/Career Problem,Female,45-59,5
Assam,2007,Causes,Divorce,Female,45-59,1
Assam,2007,Causes,Insanity/Mental Illness,Female,45-59,4
Assam,2007,Causes,Other Causes (Please Specity),Female,45-59,3
Assam,2007,Causes,Death of Dear Person,Female,45-59,2
Assam,2007,Causes,Family Problems,Female,45-59,8
Assam,2007,Causes,Property Dispute,Male,45-59,39
Assam,2007,Causes,Not having Children(Barrenness/Impotency,Male,45-59,1
Assam,2007,Causes,Poverty,Male,45-59,32
Assam,2007,Causes,Death of Dear Person,Male,45-59,2
Assam,2007,Causes,Causes Not known,Male,45-59,193
Assam,2007,Causes,Cancer,Male,45-59,4
Assam,2007,Causes,Insanity/Mental Illness,Male,45-59,6
Assam,2007,Causes,Other Causes (Please Specity),Male,45-59,37
Assam,2007,Causes,Family Problems,Male,45-59,69
Assam,2007,Causes,Cancellation/Non-Settlement of Marriage,Male,45-59,2
Assam,2007,Causes,Other Prolonged Illness,Male,45-59,47
Assam,2007,Causes,Physical Abuse (Rape/Incest Etc.),Male,45-59,22
Assam,2007,Causes,Professional/Career Problem,Male,45-59,22
Assam,2007,Causes,Unemployment,Male,45-59,16
Assam,2007,Causes,Love Affairs,Male,45-59,15
Assam,2007,Causes,Cancer,Female,60+,2
Assam,2007,Causes,Family Problems,Female,60+,3
Assam,2007,Causes,Not having Children(Barrenness/Impotency,Female,60+,2
Assam,2007,Causes,Other Causes (Please Specity),Female,60+,5
Assam,2007,Causes,Other Prolonged Illness,Female,60+,4
Assam,2007,Causes,Insanity/Mental Illness,Female,60+,1
Assam,2007,Causes,Causes Not known,Female,60+,17
Assam,2007,Causes,Death of Dear Person,Female,60+,1
Assam,2007,Causes,Other Causes (Please Specity),Male,60+,15
Assam,2007,Causes,Family Problems,Male,60+,4
Assam,2007,Causes,Property Dispute,Male,60+,5
Assam,2007,Causes,Unemployment,Male,60+,6
Assam,2007,Causes,Other Prolonged Illness,Male,60+,3
Assam,2007,Causes,Cancer,Male,60+,1
Assam,2007,Causes,Causes Not known,Male,60+,32
Assam,2007,Causes,Insanity/Mental Illness,Male,60+,1
Assam,2007,Causes,Not having Children(Barrenness/Impotency,Male,60+,1
Assam,2008,Causes,Failure in Examination,Female,0-14,5
Assam,2008,Causes,Love Affairs,Female,0-14,1
Assam,2008,Causes,Causes Not known,Female,0-14,9
Assam,2008,Causes,Family Problems,Female,0-14,2
Assam,2008,Causes,Failure in Examination,Male,0-14,5
Assam,2008,Causes,Love Affairs,Male,0-14,3
Assam,2008,Causes,Other Causes (Please Specity),Male,0-14,5
Assam,2008,Causes,Family Problems,Male,0-14,2
Assam,2008,Causes,Causes Not known,Male,0-14,13
Assam,2008,Causes,Poverty,Female,15-29,27
Assam,2008,Causes,Causes Not known,Female,15-29,113
Assam,2008,Causes,Other Causes (Please Specity),Female,15-29,40
Assam,2008,Causes,Illness (Aids/STD),Female,15-29,3
Assam,2008,Causes,Love Affairs,Female,15-29,120
Assam,2008,Causes,Illegitimate Pregnancy,Female,15-29,19
Assam,2008,Causes,Property Dispute,Female,15-29,21
Assam,2008,Causes,Suspected/Illicit Relation,Female,15-29,8
Assam,2008,Causes,Insanity/Mental Illness,Female,15-29,4
Assam,2008,Causes,Cancellation/Non-Settlement of Marriage,Female,15-29,2
Assam,2008,Causes,Professional/Career Problem,Female,15-29,3
Assam,2008,Causes,Failure in Examination,Female,15-29,48
Assam,2008,Causes,Unemployment,Female,15-29,3
Assam,2008,Causes,Not having Children(Barrenness/Impotency,Female,15-29,3
Assam,2008,Causes,Dowry Dispute,Female,15-29,6
Assam,2008,Causes,Death of Dear Person,Female,15-29,4
Assam,2008,Causes,Other Prolonged Illness,Female,15-29,17
Assam,2008,Causes,Family Problems,Female,15-29,62
Assam,2008,Causes,Insanity/Mental Illness,Male,15-29,5
Assam,2008,Causes,Family Problems,Male,15-29,84
Assam,2008,Causes,Fall in Social Reputation,Male,15-29,5
Assam,2008,Causes,Other Prolonged Illness,Male,15-29,9
Assam,2008,Causes,Property Dispute,Male,15-29,42
Assam,2008,Causes,Cancellation/Non-Settlement of Marriage,Male,15-29,1
Assam,2008,Causes,Death of Dear Person,Male,15-29,20
Assam,2008,Causes,Failure in Examination,Male,15-29,57
Assam,2008,Causes,Love Affairs,Male,15-29,113
Assam,2008,Causes,Unemployment,Male,15-29,6
Assam,2008,Causes,Suspected/Illicit Relation,Male,15-29,2
Assam,2008,Causes,Other Causes (Please Specity),Male,15-29,82
Assam,2008,Causes,Drug Abuse/Addiction,Male,15-29,6
Assam,2008,Causes,Poverty,Male,15-29,32
Assam,2008,Causes,Professional/Career Problem,Male,15-29,1
Assam,2008,Causes,Not having Children(Barrenness/Impotency,Male,15-29,2
Assam,2008,Causes,Ideological Causes/Hero Worshipping,Male,15-29,2
Assam,2008,Causes,Causes Not known,Male,15-29,247
Assam,2008,Causes,Causes Not known,Female,30-44,79
Assam,2008,Causes,Other Causes (Please Specity),Female,30-44,23
Assam,2008,Causes,Paralysis,Female,30-44,2
Assam,2008,Causes,Physical Abuse (Rape/Incest Etc.),Female,30-44,1
Assam,2008,Causes,Cancer,Female,30-44,3
Assam,2008,Causes,Property Dispute,Female,30-44,24
Assam,2008,Causes,Illness (Aids/STD),Female,30-44,1
Assam,2008,Causes,Illegitimate Pregnancy,Female,30-44,5
Assam,2008,Causes,Professional/Career Problem,Female,30-44,1
Assam,2008,Causes,Poverty,Female,30-44,35
Assam,2008,Causes,Dowry Dispute,Female,30-44,2
Assam,2008,Causes,Family Problems,Female,30-44,98
Assam,2008,Causes,Love Affairs,Female,30-44,36
Assam,2008,Causes,Other Prolonged Illness,Female,30-44,24
Assam,2008,Causes,Cancellation/Non-Settlement of Marriage,Female,30-44,7
Assam,2008,Causes,Drug Abuse/Addiction,Female,30-44,1
Assam,2008,Causes,Not having Children(Barrenness/Impotency,Female,30-44,2
Assam,2008,Causes,Insanity/Mental Illness,Female,30-44,2
Assam,2008,Causes,Suspected/Illicit Relation,Female,30-44,2
Assam,2008,Causes,Death of Dear Person,Female,30-44,12
Assam,2008,Causes,Paralysis,Male,30-44,3
Assam,2008,Causes,Death of Dear Person,Male,30-44,23
Assam,2008,Causes,Professional/Career Problem,Male,30-44,1
Assam,2008,Causes,Property Dispute,Male,30-44,76
Assam,2008,Causes,Suspected/Illicit Relation,Male,30-44,10
Assam,2008,Causes,Unemployment,Male,30-44,2
Assam,2008,Causes,Other Prolonged Illness,Male,30-44,33
Assam,2008,Causes,Failure in Examination,Male,30-44,4
Assam,2008,Causes,Causes Not known,Male,30-44,255
Assam,2008,Causes,Drug Abuse/Addiction,Male,30-44,4
Assam,2008,Causes,Fall in Social Reputation,Male,30-44,6
Assam,2008,Causes,Cancer,Male,30-44,7
Assam,2008,Causes,Love Affairs,Male,30-44,116
Assam,2008,Causes,Poverty,Male,30-44,71
Assam,2008,Causes,Family Problems,Male,30-44,84
Assam,2008,Causes,Physical Abuse (Rape/Incest Etc.),Male,30-44,1
Assam,2008,Causes,Other Causes (Please Specity),Male,30-44,68
Assam,2008,Causes,Insanity/Mental Illness,Male,30-44,8
Assam,2008,Causes,Poverty,Female,45-59,14
Assam,2008,Causes,Property Dispute,Female,45-59,8
Assam,2008,Causes,Drug Abuse/Addiction,Female,45-59,1
Assam,2008,Causes,Family Problems,Female,45-59,18
Assam,2008,Causes,Insanity/Mental Illness,Female,45-59,7
Assam,2008,Causes,Cancer,Female,45-59,4
Assam,2008,Causes,Not having Children(Barrenness/Impotency,Female,45-59,3
Assam,2008,Causes,Physical Abuse (Rape/Incest Etc.),Female,45-59,3
Assam,2008,Causes,Cancellation/Non-Settlement of Marriage,Female,45-59,2
Assam,2008,Causes,Other Causes (Please Specity),Female,45-59,7
Assam,2008,Causes,Suspected/Illicit Relation,Female,45-59,2
Assam,2008,Causes,Causes Not known,Female,45-59,38
Assam,2008,Causes,Other Prolonged Illness,Female,45-59,13
Assam,2008,Causes,Property Dispute,Male,45-59,38
Assam,2008,Causes,Cancer,Male,45-59,16
Assam,2008,Causes,Drug Abuse/Addiction,Male,45-59,3
Assam,2008,Causes,Love Affairs,Male,45-59,7
Assam,2008,Causes,Other Causes (Please Specity),Male,45-59,43
Assam,2008,Causes,Fall in Social Reputation,Male,45-59,5
Assam,2008,Causes,Death of Dear Person,Male,45-59,5
Assam,2008,Causes,Causes Not known,Male,45-59,101
Assam,2008,Causes,Insanity/Mental Illness,Male,45-59,10
Assam,2008,Causes,Other Prolonged Illness,Male,45-59,47
Assam,2008,Causes,Poverty,Male,45-59,38
Assam,2008,Causes,Family Problems,Male,45-59,56
Assam,2008,Causes,Paralysis,Male,45-59,2
Assam,2008,Causes,Unemployment,Male,45-59,19
Assam,2008,Causes,Physical Abuse (Rape/Incest Etc.),Male,45-59,8
Assam,2008,Causes,Illness (Aids/STD),Female,60+,2
Assam,2008,Causes,Other Causes (Please Specity),Female,60+,5
Assam,2008,Causes,Causes Not known,Female,60+,12
Assam,2008,Causes,Causes Not known,Male,60+,21
Assam,2008,Causes,Other Causes (Please Specity),Male,60+,4
Assam,2008,Causes,Family Problems,Male,60+,11
Assam,2008,Causes,Poverty,Male,60+,1
Assam,2008,Causes,Insanity/Mental Illness,Male,60+,1
Assam,2008,Causes,Cancer,Male,60+,2
Assam,2008,Causes,Other Prolonged Illness,Male,60+,14
Assam,2008,Causes,Drug Abuse/Addiction,Male,60+,2
Assam,2009,Causes,Failure in Examination,Female,0-14,1
Assam,2009,Causes,Other Causes (Please Specity),Female,0-14,6
Assam,2009,Causes,Suspected/Illicit Relation,Female,0-14,1
Assam,2009,Causes,Family Problems,Female,0-14,2
Assam,2009,Causes,Causes Not known,Female,0-14,13
Assam,2009,Causes,Love Affairs,Female,0-14,1
Assam,2009,Causes,Failure in Examination,Male,0-14,7
Assam,2009,Causes,Other Causes (Please Specity),Male,0-14,4
Assam,2009,Causes,Causes Not known,Male,0-14,16
Assam,2009,Causes,Causes Not known,Female,15-29,86
Assam,2009,Causes,Ideological Causes/Hero Worshipping,Female,15-29,2
Assam,2009,Causes,Professional/Career Problem,Female,15-29,4
Assam,2009,Causes,Fall in Social Reputation,Female,15-29,6
Assam,2009,Causes,Other Prolonged Illness,Female,15-29,18
Assam,2009,Causes,Illegitimate Pregnancy,Female,15-29,15
Assam,2009,Causes,Dowry Dispute,Female,15-29,11
Assam,2009,Causes,Physical Abuse (Rape/Incest Etc.),Female,15-29,3
Assam,2009,Causes,Drug Abuse/Addiction,Female,15-29,14
Assam,2009,Causes,Property Dispute,Female,15-29,22
Assam,2009,Causes,Family Problems,Female,15-29,76
Assam,2009,Causes,Suspected/Illicit Relation,Female,15-29,10
Assam,2009,Causes,Love Affairs,Female,15-29,112
Assam,2009,Causes,Poverty,Female,15-29,11
Assam,2009,Causes,Divorce,Female,15-29,1
Assam,2009,Causes,Other Causes (Please Specity),Female,15-29,59
Assam,2009,Causes,Cancellation/Non-Settlement of Marriage,Female,15-29,13
Assam,2009,Causes,Death of Dear Person,Female,15-29,3
Assam,2009,Causes,Failure in Examination,Female,15-29,42
Assam,2009,Causes,Not having Children(Barrenness/Impotency,Female,15-29,5
Assam,2009,Causes,Bankruptcy or Sudden change in Economic,Female,15-29,1
Assam,2009,Causes,Death of Dear Person,Male,15-29,3
Assam,2009,Causes,Drug Abuse/Addiction,Male,15-29,19
Assam,2009,Causes,Love Affairs,Male,15-29,100
Assam,2009,Causes,Unemployment,Male,15-29,7
Assam,2009,Causes,Insanity/Mental Illness,Male,15-29,6
Assam,2009,Causes,Family Problems,Male,15-29,103
Assam,2009,Causes,Property Dispute,Male,15-29,33
Assam,2009,Causes,Poverty,Male,15-29,36
Assam,2009,Causes,Cancer,Male,15-29,2
Assam,2009,Causes,Cancellation/Non-Settlement of Marriage,Male,15-29,9
Assam,2009,Causes,Physical Abuse (Rape/Incest Etc.),Male,15-29,2
Assam,2009,Causes,Suspected/Illicit Relation,Male,15-29,10
Assam,2009,Causes,Causes Not known,Male,15-29,167
Assam,2009,Causes,Not having Children(Barrenness/Impotency,Male,15-29,3
Assam,2009,Causes,Failure in Examination,Male,15-29,64
Assam,2009,Causes,Other Causes (Please Specity),Male,15-29,76
Assam,2009,Causes,Other Prolonged Illness,Male,15-29,15
Assam,2009,Causes,Divorce,Female,30-44,2
Assam,2009,Causes,Illness (Aids/STD),Female,30-44,2
Assam,2009,Causes,Drug Abuse/Addiction,Female,30-44,8
Assam,2009,Causes,Family Problems,Female,30-44,50
Assam,2009,Causes,Property Dispute,Female,30-44,18
Assam,2009,Causes,Cancer,Female,30-44,3
Assam,2009,Causes,Other Causes (Please Specity),Female,30-44,35
Assam,2009,Causes,Unemployment,Female,30-44,9
Assam,2009,Causes,Love Affairs,Female,30-44,35
Assam,2009,Causes,Poverty,Female,30-44,8
Assam,2009,Causes,Dowry Dispute,Female,30-44,8
Assam,2009,Causes,Death of Dear Person,Female,30-44,7
Assam,2009,Causes,Cancellation/Non-Settlement of Marriage,Female,30-44,9
Assam,2009,Causes,Failure in Examination,Female,30-44,3
Assam,2009,Causes,Suspected/Illicit Relation,Female,30-44,12
Assam,2009,Causes,Physical Abuse (Rape/Incest Etc.),Female,30-44,4
Assam,2009,Causes,Other Prolonged Illness,Female,30-44,13
Assam,2009,Causes,Causes Not known,Female,30-44,86
Assam,2009,Causes,Fall in Social Reputation,Female,30-44,4
Assam,2009,Causes,Illegitimate Pregnancy,Female,30-44,6
Assam,2009,Causes,Insanity/Mental Illness,Female,30-44,4
Assam,2009,Causes,Professional/Career Problem,Female,30-44,14
Assam,2009,Causes,Property Dispute,Male,30-44,71
Assam,2009,Causes,Cancellation/Non-Settlement of Marriage,Male,30-44,1
Assam,2009,Causes,Suspected/Illicit Relation,Male,30-44,15
Assam,2009,Causes,Not having Children(Barrenness/Impotency,Male,30-44,1
Assam,2009,Causes,Causes Not known,Male,30-44,174
Assam,2009,Causes,Professional/Career Problem,Male,30-44,12
Assam,2009,Causes,Love Affairs,Male,30-44,93
Assam,2009,Causes,Family Problems,Male,30-44,126
Assam,2009,Causes,Fall in Social Reputation,Male,30-44,4
Assam,2009,Causes,Physical Abuse (Rape/Incest Etc.),Male,30-44,2
Assam,2009,Causes,Death of Dear Person,Male,30-44,10
Assam,2009,Causes,Paralysis,Male,30-44,3
Assam,2009,Causes,Unemployment,Male,30-44,20
Assam,2009,Causes,Drug Abuse/Addiction,Male,30-44,4
Assam,2009,Causes,Other Causes (Please Specity),Male,30-44,57
Assam,2009,Causes,Poverty,Male,30-44,53
Assam,2009,Causes,Other Prolonged Illness,Male,30-44,30
Assam,2009,Causes,Bankruptcy or Sudden change in Economic,Male,30-44,14
Assam,2009,Causes,Failure in Examination,Male,30-44,6
Assam,2009,Causes,Divorce,Male,30-44,2
Assam,2009,Causes,Cancer,Male,30-44,4
Assam,2009,Causes,Insanity/Mental Illness,Male,30-44,10
Assam,2009,Causes,Fall in Social Reputation,Female,45-59,1
Assam,2009,Causes,Poverty,Female,45-59,9
Assam,2009,Causes,Insanity/Mental Illness,Female,45-59,4
Assam,2009,Causes,Causes Not known,Female,45-59,80
Assam,2009,Causes,Family Problems,Female,45-59,25
Assam,2009,Causes,Divorce,Female,45-59,8
Assam,2009,Causes,Professional/Career Problem,Female,45-59,2
Assam,2009,Causes,Unemployment,Female,45-59,10
Assam,2009,Causes,Illness (Aids/STD),Female,45-59,4
Assam,2009,Causes,Property Dispute,Female,45-59,8
Assam,2009,Causes,Failure in Examination,Female,45-59,3
Assam,2009,Causes,Other Causes (Please Specity),Female,45-59,15
Assam,2009,Causes,Love Affairs,Female,45-59,4
Assam,2009,Causes,Dowry Dispute,Female,45-59,1
Assam,2009,Causes,Other Prolonged Illness,Female,45-59,6
Assam,2009,Causes,Poverty,Male,45-59,24
Assam,2009,Causes,Suspected/Illicit Relation,Male,45-59,16
Assam,2009,Causes,Failure in Examination,Male,45-59,3
Assam,2009,Causes,Cancer,Male,45-59,11
Assam,2009,Causes,Unemployment,Male,45-59,34
Assam,2009,Causes,Other Prolonged Illness,Male,45-59,22
Assam,2009,Causes,Professional/Career Problem,Male,45-59,13
Assam,2009,Causes,Family Problems,Male,45-59,68
Assam,2009,Causes,Love Affairs,Male,45-59,6
Assam,2009,Causes,Other Causes (Please Specity),Male,45-59,39
Assam,2009,Causes,Paralysis,Male,45-59,5
Assam,2009,Causes,Property Dispute,Male,45-59,43
Assam,2009,Causes,Causes Not known,Male,45-59,113
Assam,2009,Causes,Divorce,Male,45-59,1
Assam,2009,Causes,Fall in Social Reputation,Male,45-59,7
Assam,2009,Causes,Physical Abuse (Rape/Incest Etc.),Male,45-59,4
Assam,2009,Causes,Dowry Dispute,Male,45-59,1
Assam,2009,Causes,Drug Abuse/Addiction,Male,45-59,3
Assam,2009,Causes,Bankruptcy or Sudden change in Economic,Male,45-59,7
Assam,2009,Causes,Insanity/Mental Illness,Male,45-59,5
Assam,2009,Causes,Family Problems,Female,60+,3
Assam,2009,Causes,Other Prolonged Illness,Female,60+,3
Assam,2009,Causes,Causes Not known,Female,60+,15
Assam,2009,Causes,Suspected/Illicit Relation,Female,60+,2
Assam,2009,Causes,Other Causes (Please Specity),Female,60+,1
Assam,2009,Causes,Drug Abuse/Addiction,Female,60+,2
Assam,2009,Causes,Other Prolonged Illness,Male,60+,5
Assam,2009,Causes,Suspected/Illicit Relation,Male,60+,2
Assam,2009,Causes,Family Problems,Male,60+,14
Assam,2009,Causes,Cancer,Male,60+,1
Assam,2009,Causes,Causes Not known,Male,60+,26
Assam,2009,Causes,Unemployment,Male,60+,2
Assam,2009,Causes,Other Causes (Please Specity),Male,60+,11
Assam,2009,Causes,Fall in Social Reputation,Male,60+,2
Assam,2010,Causes,Drug Abuse/Addiction,Female,0-14,1
Assam,2010,Causes,Other Prolonged Illness,Female,0-14,1
Assam,2010,Causes,Family Problems,Female,0-14,2
Assam,2010,Causes,Fall in Social Reputation,Female,0-14,1
Assam,2010,Causes,Other Causes (Please Specity),Female,0-14,3
Assam,2010,Causes,Failure in Examination,Female,0-14,1
Assam,2010,Causes,Love Affairs,Female,0-14,4
Assam,2010,Causes,Causes Not known,Female,0-14,19
Assam,2010,Causes,Failure in Examination,Male,0-14,9
Assam,2010,Causes,Causes Not known,Male,0-14,21
Assam,2010,Causes,Other Prolonged Illness,Male,0-14,1
Assam,2010,Causes,Family Problems,Male,0-14,2
Assam,2010,Causes,Death of Dear Person,Male,0-14,1
Assam,2010,Causes,Fall in Social Reputation,Female,15-29,2
Assam,2010,Causes,Illegitimate Pregnancy,Female,15-29,13
Assam,2010,Causes,Love Affairs,Female,15-29,123
Assam,2010,Causes,Dowry Dispute,Female,15-29,10
Assam,2010,Causes,Physical Abuse (Rape/Incest Etc.),Female,15-29,2
Assam,2010,Causes,Insanity/Mental Illness,Female,15-29,1
Assam,2010,Causes,Other Causes (Please Specity),Female,15-29,22
Assam,2010,Causes,Unemployment,Female,15-29,2
Assam,2010,Causes,Family Problems,Female,15-29,65
Assam,2010,Causes,Drug Abuse/Addiction,Female,15-29,5
Assam,2010,Causes,Cancellation/Non-Settlement of Marriage,Female,15-29,11
Assam,2010,Causes,Poverty,Female,15-29,13
Assam,2010,Causes,Bankruptcy or Sudden change in Economic,Female,15-29,2
Assam,2010,Causes,Divorce,Female,15-29,8
Assam,2010,Causes,Death of Dear Person,Female,15-29,1
Assam,2010,Causes,Suspected/Illicit Relation,Female,15-29,8
Assam,2010,Causes,Other Prolonged Illness,Female,15-29,21
Assam,2010,Causes,Property Dispute,Female,15-29,15
